protein,G10_2,G10_3,G11_2,G11_3,G12_2,G12_3,G13_2,G13_3,G16_2,G16_3,G17_2,G17_3,G18_2,G18_3,G19_2,G19_3,G20,G20_2,G21,G21_2,G22,G22_2,G23,G23_2,G26,G26_2,G27,G27_2,G28,G28_2,G29,G29_2,G32,G32_2,G33,G33_2,G34,G34_2,G35,G35_2,G4_2,G4_3,G5_2,G5_3,G6_2,G6_3,G7_2,G7_3,SumNSAFpH7.1,SumNSAFpH7.5,clusterpH7.1,clusterpH7.5,uniprotID
TRINITY_DN55925_c0_g2::TRINITY_DN55925_c0_g2_i1::g.39723::m.39723,0,0,0,0,0,2.7904,0,0,0,0,0,0,2.5712,0,0,0,0,0,1.3591,0,0,0,0,0,0,0,1.3579,0,0,0,2.6248,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3815,0,0,0,9.3679,1.3579,23,40,A0A210Q2H3
TRINITY_DN55928_c0_g1::TRINITY_DN55928_c0_g1_i4::g.39767::m.39767,3.35,3.4315,6.4889,0,6.6999,3.4475,6.8884,7.1871,6.5825,3.2328,6.4214,0,3.1767,0,3.1781,0,6.4602,3.2647,3.3582,3.3546,7.496,3.7681,6.5553,19.8663,0,6.5498,6.7108,3.3976,3.53,0,3.2429,12.8773,0,0,3.5292,0,3.5882,7.0425,0,7.1458,6.6481,3.3328,3.3892,3.349,3.4136,17.6831,0,3.3016,123.5331,79.4931,1,1,V4BYT3
TRINITY_DN55928_c0_g1::TRINITY_DN55928_c0_g1_i5::g.39768::m.39768,11.8261,15.1419,14.3167,11.7304,14.7821,15.2126,21.2773,19.0285,23.2369,11.4121,17.0012,11.4337,16.8211,14.3324,16.8286,20.2066,19.9545,17.2873,23.7099,17.7631,23.1541,16.6272,20.2483,17.5326,20.1211,14.4511,20.7286,17.9908,28.0377,24.8395,14.31,11.3646,15.726,15.4435,21.8023,12.3455,12.6666,15.538,15.1829,12.6128,11.7342,14.7066,17.9465,11.8224,18.0754,6.2423,22.511,20.396,397.5799,365.9225,2,11,V4BYT3
TRINITY_DN55932_c5_g2::TRINITY_DN55932_c5_g2_i2::g.39799::m.39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7307,0,0,0,0,0,3.2204,0,0,0,5.5972,0,5.7661,0,0,0,2.7865,8.2985,0,3.0072,3.0324,3.0049,0,3.0256,2.9564,0,2.8561,0,0,0,0,0,0,0,23.0181,23.2639,7,10,A0A210QZP9
TRINITY_DN55940_c0_g1::TRINITY_DN55940_c0_g1_i1::g.39787::m.39787,1.5289,1.5661,0,1.5165,0,0,1.5719,0,0,0,0,0,0,1.4824,0,0,1.4742,0,0,0,1.7105,0,1.4959,0,0,0,1.5313,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2448,7.617,25,38,A0A210QFW3
TRINITY_DN55941_c0_g1::TRINITY_DN55941_c0_g1_i1::g.39694::m.39694,2.8827,1.4764,1.3959,2.8594,1.4413,4.4498,1.4819,1.5461,4.2482,4.1727,1.3814,4.1806,2.7335,5.5898,2.7347,2.8146,1.3897,2.8093,5.7795,1.4433,1.6126,1.6212,1.4102,2.8492,7.0067,5.6361,2.8873,2.9236,7.5938,6.0549,2.7905,0,0,1.5058,1.5184,1.5047,1.5438,1.515,1.4804,0,0,0,0,1.4409,1.4687,3.0433,2.7436,2.841,59.9497,52.6631,8,1,K1PRD3
TRINITY_DN55943_c0_g1::TRINITY_DN55943_c0_g1_i1::g.39803::m.39803,0,1.9447,0,0,1.8985,0,1.9519,0,0,0,0,0,0,0,0,0,0,1.8502,0,0,0,0,1.8575,0,0,0,1.9016,0,0,0,0,1.8245,0,0,0,0,0,0,0,0,0,0,1.9208,0,0,2.0043,1.807,1.8711,11.3573,7.6173,4,8,A0A150G5B8
TRINITY_DN55951_c0_g1::TRINITY_DN55951_c0_g1_i1::g.39795::m.39795,2.6315,2.6955,1.2743,0,5.2629,4.0621,2.7055,0,1.2927,1.2697,0,0,0,1.2757,0,1.2847,0,0,1.319,2.6351,4.4162,4.4399,1.2873,0,0,0,0,4.0033,2.7729,1.3818,0,0,5.599,5.4984,4.1584,0,2.8186,1.383,1.3514,1.4033,1.3056,1.309,2.6623,0,1.3407,0,1.2523,0,37.151,36.3348,7,10,K1PQX1
TRINITY_DN55954_c0_g1::TRINITY_DN55954_c0_g1_i1::g.39758::m.39758,6.4435,7.7002,7.2805,7.4566,7.5172,7.7361,8.8328,6.9119,8.4405,7.2543,5.1462,4.1532,6.1101,4.1649,13.2444,10.4854,10.3547,7.326,7.5358,6.4523,7.209,7.2476,9.4564,9.5528,9.397,9.4485,8.605,6.5349,3.3948,7.8948,11.4354,8.2561,9.1397,6.7316,6.7881,8.9687,9.202,10.1592,9.927,8.0175,11.7214,8.5472,13.0378,5.368,6.5657,9.0698,9.199,5.2919,187.4254,182.2959,1,1,K1Q4V0
TRINITY_DN55955_c0_g1::TRINITY_DN55955_c0_g1_i1::g.39701::m.39701,2.162,0,2.0939,0,0,0,0,0,0,0,0,0,2.0502,0,2.0511,2.1109,2.0846,2.107,0,0,2.4189,0,2.1153,0,0,0,0,0,2.2781,2.2706,2.0929,0,0,0,2.2776,0,2.3157,0,0,0,0,0,2.1873,0,0,0,4.1155,0,21.7039,12.9124,7,26,A0A210QGJ7
TRINITY_DN55957_c4_g1::TRINITY_DN55957_c4_g1_i6::g.39786::m.39786,2.8785,2.9485,1.3939,1.4276,1.4392,1.4811,0,1.5439,0,1.3889,2.7587,0,1.3648,2.7908,2.7307,1.4052,1.3877,2.8052,0,1.4412,1.6102,1.6188,1.4081,1.4225,0,2.8139,0,0,0,0,0,2.7662,0,1.5036,0,3.0049,1.5415,0,0,4.605,2.8561,1.4318,2.9121,1.4388,2.9331,3.0388,0,1.4184,33.7102,34.3914,8,6,K1QXK9
TRINITY_DN55960_c0_g1::TRINITY_DN55960_c0_g1_i1::g.39788::m.39788,0,0,0,0,0,0,0,5.1613,0,0,0,0,0,0,0,0,13.9179,18.7561,9.6467,9.6362,0,0,0,0,23.3901,28.2221,19.277,29.2791,0,0,0,0,0,0,5.0689,5.0229,0,0,0,0,0,0,0,0,4.9028,0,0,0,10.0641,152.5703,4,4,A0A0G4FQT2
TRINITY_DN55967_c0_g1::TRINITY_DN55967_c0_g1_i1::g.39804::m.39804,8.6355,8.8454,5.5755,2.8552,5.7568,5.9244,14.7969,12.3508,5.6559,2.7777,5.5175,5.566,2.7295,2.7908,5.4615,5.6209,8.3262,5.6103,11.5421,11.5295,16.1022,12.9507,8.4488,5.69,5.5972,2.8139,2.8831,2.9193,9.0992,9.069,2.7865,2.7662,6.1244,6.0144,18.1945,9.0147,6.1662,6.0512,8.8693,12.2799,5.7123,5.7274,5.8243,5.7552,8.7992,6.0776,13.6981,11.3473,187.1842,147.4754,1,1,A0A210QNB7
TRINITY_DN55970_c0_g1::TRINITY_DN55970_c0_g1_i1::g.39777::m.39777,53.4515,54.7508,51.767,72.2987,53.4498,70.0079,34.9706,52.1242,42.9653,32.8238,32.5997,37.584,41.47,51.8236,41.4883,52.1884,28.1114,52.0901,34.0977,48.6581,65.2376,54.6558,47.5421,48.0266,51.9677,28.5016,53.5366,44.3535,46.0818,51.0317,37.6309,28.0176,51.6934,55.8412,46.0716,55.799,57.2506,51.0755,44.9173,51.8248,48.2149,58.0111,63.9087,29.1464,64.3675,41.0387,50.8727,47.8889,1137.4408,1094.1461,2,11,A0A1S3J3M5
TRINITY_DN55979_c0_g1::TRINITY_DN55979_c0_g1_i4::g.39721::m.39721,12.1181,8.2751,7.8241,8.0133,16.1569,8.3137,8.3058,8.6659,11.9053,15.5918,19.3566,11.716,11.491,15.6653,15.3281,11.8317,11.6841,15.7459,12.1477,16.1793,18.0768,13.6302,23.7123,15.9693,7.8544,11.8463,16.1832,8.1933,17.0252,21.2107,19.551,15.5269,17.1886,16.8798,12.7661,16.867,21.6323,16.9831,16.595,17.2323,8.016,8.0372,4.0866,0,8.2319,8.5286,3.8445,11.9427,321.7389,266.3281,2,1,A0A1L2FYM6
TRINITY_DN55980_c0_g1::TRINITY_DN55980_c0_g1_i2::g.39692::m.39692,0,0,0,0,0,0,0,0,0,0,0,3.2612,0,6.5407,0,0,0,0,0,0,3.7738,0,0,0,3.2794,0,0,0,0,0,0,0,0,0,0,3.5212,0,0,3.4644,0,0,0,0,0,0,0,0,0,13.7789,10.0618,9,32,A0A2C9KAC0
TRINITY_DN55982_c0_g1::TRINITY_DN55982_c0_g1_i1::g.39754::m.39754,62.52,51.2318,48.4398,49.6113,50.0144,45.0369,64.2772,46.945,55.2802,30.1656,41.9435,42.3119,41.4993,48.4927,35.5866,48.8341,24.1125,24.371,56.4055,37.5628,20.9841,28.1286,24.4675,49.4337,42.5491,36.6708,37.5717,50.7256,52.7021,65.6586,36.3126,30.0401,33.255,19.5946,39.5179,32.6329,33.4818,46.0004,32.1065,33.3395,55.831,49.759,63.2511,43.7506,57.3347,59.4016,53.5533,61.615,1040.7788,972.6597,2,11,A0A0B7BKS0
TRINITY_DN55983_c0_g1::TRINITY_DN55983_c0_g1_i1::g.39712::m.39712,23.5575,24.1302,38.0252,23.3669,15.7045,32.3236,8.0732,16.8465,30.8586,30.3104,30.1035,22.7759,22.3385,22.8401,22.3484,23.0009,15.1426,15.305,23.6151,15.7263,17.5707,35.3295,23.0484,15.5222,30.5381,23.0293,23.595,15.9278,24.8227,41.2336,15.2029,15.0922,25.0609,32.8143,24.8172,16.3948,16.8213,33.0152,16.1303,25.1246,31.1661,15.6243,15.8887,23.5503,16.0027,8.2898,14.9473,23.2165,481.7972,547.7089,2,11,V4BKI0
TRINITY_DN55985_c1_g1::TRINITY_DN55985_c1_g1_i1::g.39737::m.39737,0,0,0,0,2.3259,0,2.3914,0,0,0,0,0,2.2056,0,0,0,0,0,2.3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,2.389,0,2.3079,0,0,0,0,0,0,0,9.3119,4.7379,38,22,V4A048
TRINITY_DN55986_c0_g1::TRINITY_DN55986_c0_g1_i2::g.39693::m.39693,0,0,2.1125,2.1636,2.1812,0,0,0,2.143,4.2098,0,2.1089,2.0684,0,0,0,0,0,0,2.1842,0,0,0,0,4.2414,2.1323,2.1847,2.2122,0,2.2908,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1806,0,0,0,2.1497,8.6901,27.8732,23,13,NA
TRINITY_DN55987_c0_g1::TRINITY_DN55987_c0_g1_i1::g.39753::m.39753,267.6991,243.7391,268.8651,309.7888,307.3486,265.2824,259.9331,233.9797,228.907,243.976,209.0518,172.5446,211.5387,192.2564,221.0382,198.4502,219.8743,222.2319,313.0789,287.9182,199.6667,223.0399,276.4643,244.9841,289.1865,295.6197,273.0907,256.414,407.4434,442.5323,244.7436,219.1412,200.4032,222.6984,214.1219,196.6544,238.9384,234.4828,224.0321,222.0613,231.1882,221.9366,235.7222,203.1907,262.6713,245.9733,283.0933,273.5955,5856.2265,5514.8224,28,21,A0A210Q4H4
TRINITY_DN55990_c0_g1::TRINITY_DN55990_c0_g1_i1::g.39757::m.39757,1.1256,0,1.0902,1.1165,1.1256,0,0,0,0,1.0862,0,2.1766,0,0,0,0,0,0,0,0,0,0,0,0,1.0944,0,0,0,0,1.1822,0,2.1634,0,0,0,0,0,0,0,0,0,1.1199,0,0,0,0,0,1.1094,5.5806,8.8094,35,8,NA
TRINITY_DN55991_c0_g2::TRINITY_DN55991_c0_g2_i1::g.39769::m.39769,2.6673,0,2.5832,0,2.6672,2.7449,2.7423,2.8612,2.6205,0,2.5563,0,0,0,2.5304,2.6043,5.1436,2.5994,2.6738,2.6709,0,0,2.6096,0,2.5932,0,0,0,2.8105,2.8012,2.582,0,2.8375,2.7865,5.6198,5.5689,2.8569,0,2.7395,2.8447,2.6466,2.6536,2.6985,0,0,0,0,0,32.7851,48.2458,8,1,S4UD01
TRINITY_DN55997_c4_g1::TRINITY_DN55997_c4_g1_i1::g.39782::m.39782,0,4.5289,0,0,0,0,0,0,8.6877,0,0,0,0,0,0,0,0,4.3088,0,0,4.9467,0,0,0,0,0,0,0,0,4.6434,0,0,0,0,4.6579,0,0,0,0,0,0,0,4.4732,0,0,0,4.2081,0,13.7982,26.6565,30,6,A0A210QI09
TRINITY_DN56001_c0_g1::TRINITY_DN56001_c0_g1_i1::g.39745::m.39745,5.0208,5.1428,4.8626,7.4702,2.5103,2.5834,5.1619,5.3857,7.399,9.69,7.2179,7.2813,9.5219,9.7357,9.5262,2.4511,4.841,9.7858,7.5496,7.5414,8.4258,0,7.3684,4.9623,9.7628,9.8164,10.0576,7.638,7.9356,5.2728,4.8603,9.6497,2.6706,2.6226,5.2893,2.6206,5.3776,2.6387,5.1567,2.6774,2.4909,2.4975,2.5398,7.5289,5.116,5.3004,4.7786,2.4741,121.5022,141.7878,1,1,A0A210R503
TRINITY_DN56004_c0_g1::TRINITY_DN56004_c0_g1_i1::g.39705::m.39705,0,0,3.728,3.8181,0,0,0,0,0,0,3.6891,0,0,0,0,0,14.8457,11.2537,7.7173,7.709,0,0,0,0,18.7121,15.0518,15.4216,11.7116,4.056,0,0,0,0,0,4.0551,0,0,0,0,0,0,0,0,0,0,0,0,0,4.056,109.9958,6,4,A0A0L1KVC1
TRINITY_DN56015_c0_g1::TRINITY_DN56015_c0_g1_i4::g.34455::m.34455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0771,0,0,0,3.1437,0,0,0,0,0,0,0,0,6.0217,3.0771,11,24,A0A210Q361
TRINITY_DN56019_c8_g2::TRINITY_DN56019_c8_g2_i1::g.34401::m.34401,1.4309,0,0,2.8385,1.4308,0,0,0,0,0,1.3713,0,0,1.3873,1.3574,2.7941,0,1.3944,0,0,0,0,0,0,0,0,0,0,1.5077,0,0,0,0,0,1.5074,0,0,0,0,0,0,0,0,1.4304,0,0,0,1.4101,9.8874,9.9729,23,8,V4AZ20
TRINITY_DN56020_c0_g1::TRINITY_DN56020_c0_g1_i1::g.34424::m.34424,10.3634,9.0989,8.603,8.8111,11.8435,10.6649,10.6547,11.1167,10.1815,10.0006,14.189,8.5882,11.231,12.9186,18.2585,14.455,19.9846,15.8706,10.3887,11.8599,14.9072,16.6523,15.9334,17.559,12.9545,13.0256,14.8285,15.0149,3.12,7.7741,18.631,15.6499,15.7497,12.3734,9.3579,12.3641,9.5143,14.0053,19.7675,15.7897,8.814,10.3102,11.9824,8.8802,10.5599,10.9406,9.8634,5.8362,291.7133,273.2062,2,1,A0A210QAN9
TRINITY_DN56021_c10_g1::TRINITY_DN56021_c10_g1_i1::g.34440::m.34440,3.3387,3.4198,3.2334,3.3116,3.3385,3.4358,6.865,3.5813,0,3.2218,3.1998,3.2279,3.1659,3.237,3.1673,3.2598,3.2191,3.2536,0,3.3432,0,0,3.2665,6.5996,3.246,3.2638,0,3.386,7.0359,3.5063,0,3.2084,0,3.4879,3.5172,3.4853,3.5759,3.5093,0,3.5607,3.3127,3.3215,3.3777,3.3376,3.4019,3.5246,3.1776,6.5806,77.7314,66.5046,1,1,V3ZTJ0
TRINITY_DN56025_c0_g1::TRINITY_DN56025_c0_g1_i1::g.34392::m.34392,12.1181,8.2751,7.8241,8.0133,4.0392,4.1568,8.3058,4.333,7.9369,7.7959,7.7427,7.8107,3.8303,7.8327,7.6641,7.8878,11.6841,7.8729,12.1477,8.0897,4.5192,4.5434,11.8562,7.9847,11.7817,3.9488,12.1374,8.1933,4.2563,0,7.8204,3.8817,8.5943,8.4399,8.5107,8.4335,8.6529,8.4916,12.4462,8.6161,8.016,4.0186,8.1732,4.0381,8.2319,8.5286,7.689,7.9618,151.6735,189.449,1,1,V4AZN7
TRINITY_DN56034_c0_g1::TRINITY_DN56034_c0_g1_i2::g.34499::m.34499,3.2502,0,0,0,0,0,3.3416,0,3.1932,0,0,0,0,0,0,0,3.1338,3.1674,0,0,0,3.6558,0,0,3.16,0,3.2554,0,3.4248,6.8268,3.1463,0,3.4576,3.3955,3.424,0,6.9624,0,3.3382,3.4664,0,0,0,0,0,0,3.0934,0,37.2557,29.4371,1,10,V4A2Z2
TRINITY_DN56036_c1_g1::TRINITY_DN56036_c1_g1_i1::g.34451::m.34451,2.8287,0,0,0,0,2.911,2.9082,3.0343,0,0,0,0,0,2.7426,0,0,0,0,0,0,0,0,0,2.7958,0,0,0,0,0,0,0,0,3.0092,0,0,0,0,0,0,0,0,2.8142,0,2.8278,0,0,0,0,14.3919,11.4799,17,22,A0A2B4SS66
TRINITY_DN56038_c0_g1::TRINITY_DN56038_c0_g1_i2::g.34509::m.34509,0,0,5.7267,11.7304,23.6514,6.085,12.1585,12.6856,5.8092,5.706,11.3341,5.7168,5.607,5.7329,5.6095,5.7733,5.7013,5.7624,5.9275,5.921,0,0,5.7852,5.8442,5.7489,5.7804,11.8449,17.9908,6.2306,6.2099,11.448,11.3646,0,0,0,6.1727,12.6666,24.8608,0,6.3064,5.8671,5.8827,5.9822,5.9112,6.0251,0,5.6278,5.8274,179.7146,134.5888,1,1,A0A194AQ46
TRINITY_DN56042_c0_g1::TRINITY_DN56042_c0_g1_i1::g.34385::m.34385,13.4461,3.4432,0,0,6.7228,6.9186,3.456,3.6059,0,3.2438,3.2217,6.5,3.1876,9.7774,6.378,3.2821,3.2411,3.2759,3.3697,3.3661,0,3.781,6.5777,3.3224,0,0,3.3669,3.4092,3.5421,3.5303,6.5081,3.2303,0,0,3.5413,0,3.6004,3.5333,6.9051,0,3.3354,3.3442,0,0,6.8505,10.6462,3.1993,6.6257,108.6031,56.7349,1,6,A0A0B6ZHV8
TRINITY_DN56048_c3_g1::TRINITY_DN56048_c3_g1_i1::g.34487::m.34487,0,3.7238,0,0,0,7.4823,0,0,3.5716,0,0,3.5148,3.4473,7.0494,3.4488,3.5495,0,3.5428,0,0,0,0,0,3.5931,0,3.5539,3.6412,3.687,0,0,0,3.4936,0,7.5959,0,0,0,0,3.7339,3.8773,0,3.6167,0,0,0,0,0,0,39.6752,36.4477,8,10,A0A1Z5L6Y1
TRINITY_DN5605_c0_g1::TRINITY_DN5605_c0_g1_i1::g.39::m.39,18.5201,0,17.9364,18.3702,6.1732,12.7058,12.6937,13.2441,0,0,0,11.937,0,17.956,5.8565,0,0,6.0161,6.1884,6.1817,0,0,6.0399,12.203,6.002,6.0349,6.1832,0,19.5147,12.9665,11.952,0,6.5673,0,6.5035,0,6.6121,6.4888,6.3405,13.1681,0,6.1416,18.7366,6.1715,18.8712,13.0343,5.8755,12.168,207.824,141.3021,1,1,A0A210R098
TRINITY_DN56050_c0_g3::TRINITY_DN56050_c0_g3_i1::g.34429::m.34429,0,0,4.2063,0,4.3431,4.4695,4.4653,0,0,4.1912,0,0,4.1185,4.2109,4.1203,8.4811,4.1877,0,4.3538,4.3491,0,0,4.2493,4.2926,8.4453,8.4916,0,0,0,0,4.2043,0,0,0,0,4.534,4.6519,0,0,9.2643,0,4.3209,0,0,0,0,4.1337,0,60.7555,42.7261,1,6,K1QBU5
TRINITY_DN56055_c7_g1::TRINITY_DN56055_c7_g1_i1::g.34503::m.34503,3.942,0,0,0,0,0,0,0,7.7456,11.4121,11.3341,11.4337,0,0,0,0,15.2035,11.5249,23.7099,15.7894,13.2309,4.4339,0,0,26.8281,34.6826,23.6898,11.9939,0,0,0,0,8.3872,8.2365,12.4585,12.3455,0,0,0,0,0,0,0,0,0,0,0,0,17.6648,227.0074,13,4,S2JM63
TRINITY_DN56057_c0_g1::TRINITY_DN56057_c0_g1_i1::g.34471::m.34471,0,1.5373,0,0,0,1.5445,0,0,0,0,0,0,0,0,0,0,0,2.9253,0,0,0,0,0,0,0,0,0,0,1.5815,0,1.4529,0,0,0,0,0,0,0,0,0,1.4892,0,1.5184,1.5004,0,0,0,1.4791,6.058,8.9706,35,40,V4CAB1
TRINITY_DN56059_c7_g2::TRINITY_DN56059_c7_g2_i1::g.34502::m.34502,0,6.2839,0,6.0851,6.1346,6.3132,0,0,6.0271,0,0,0,0,0,0,5.9898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0871,0,6.2065,6.1329,0,12.9529,5.8388,12.0919,49.3212,36.8226,20,6,K1RA71
TRINITY_DN56061_c0_g1::TRINITY_DN56061_c0_g1_i3::g.34386::m.34386,0,3.2225,0,3.1206,0,0,0,0,3.0908,0,0,3.0417,5.9665,0,0,3.0717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2867,3.3143,3.2842,0,3.3068,0,3.3553,3.1216,0,0,0,3.2057,0,0,0,18.906,25.4824,14,10,K1R3A0
TRINITY_DN56064_c1_g1::TRINITY_DN56064_c1_g1_i1::g.34400::m.34400,6.5438,6.7028,12.6751,0,13.0871,0,6.7277,0,0,6.3147,0,0,6.2051,12.6889,0,0,0,0,0,0,0,0,0,0,0,6.397,0,0,0,0,6.3345,6.2884,6.9614,0,6.8937,6.8312,7.0089,6.8782,6.721,6.9791,6.4929,0,0,0,0,0,0,6.449,85.3679,65.8126,1,1,V4AQH5
TRINITY_DN56065_c0_g2::TRINITY_DN56065_c0_g2_i5::g.34397::m.34397,2.4662,5.0524,2.3885,2.4463,4.9323,2.538,0,2.6455,2.4229,0,2.3637,2.3844,0,2.3911,0,2.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,2.5765,0,0,0,0,2.533,0,2.4471,2.4536,4.9902,2.4655,2.513,0,2.3473,2.4305,27.1087,34.4573,4,6,A0A210QP03
TRINITY_DN56066_c1_g1::TRINITY_DN56066_c1_g1_i1::g.34512::m.34512,10.0673,5.156,9.7501,4.9929,10.067,5.1801,10.3503,5.3995,9.8906,9.7149,9.6485,9.7333,9.5464,4.8804,4.7753,9.8294,14.5602,14.7164,10.0919,5.0405,16.8949,16.9853,9.8497,4.9751,9.7879,14.7623,10.0833,10.2101,15.912,5.2864,4.8727,4.8372,10.7098,10.5174,10.6057,10.5095,10.7829,15.8727,5.17,10.737,9.9891,10.0156,10.185,5.0321,5.1291,10.628,9.5816,4.9608,202.6541,225.6785,2,1,K1RDQ9
TRINITY_DN56073_c1_g1::TRINITY_DN56073_c1_g1_i2::g.34435::m.34435,5.044,6.1999,3.908,3.0019,3.0263,3.1144,3.1115,3.2464,1.9822,1.947,2.9005,4.8766,4.783,2.9342,5.7421,4.9248,3.8907,3.9324,4.0451,2.0203,7.9005,5.6734,4.935,5.9823,4.904,3.9447,4.0416,3.0693,4.2519,2.1189,4.8827,2.9083,5.3659,6.3234,6.3765,6.3186,6.483,8.4828,7.2528,5.3795,5.0048,6.0217,3.0618,6.051,3.0838,4.2599,3.8405,1.9884,105.3714,100.1868,1,1,K1PD57
TRINITY_DN56079_c0_g1::TRINITY_DN56079_c0_g1_i1::g.34465::m.34465,3.0109,3.0841,2.916,2.9866,3.0108,6.197,0,6.4596,0,2.9055,5.7714,0,0,8.7577,5.7128,5.8796,2.9031,2.9342,0,6.03,0,0,0,2.9759,0,0,3.0157,3.0536,0,0,5.8293,5.7869,3.2031,6.2911,3.1719,0,3.2249,0,0,3.2112,2.9876,2.9955,6.0923,3.01,3.068,0,0,0,60.1137,66.3626,8,1,A0A210PMX5
TRINITY_DN56084_c0_g1::TRINITY_DN56084_c0_g1_i1::g.34413::m.34413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7359,0,0,0,0,0,0,0,0,0,5.9583,0,6.2684,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0184,0,0,0,0,0,6.2684,17.7126,6,30,NA
TRINITY_DN56085_c3_g1::TRINITY_DN56085_c3_g1_i3::g.34371::m.34371,12.3726,33.7958,19.9712,24.5451,24.7445,16.9767,29.6809,30.9679,24.3109,35.8185,35.5739,27.9116,15.6432,35.9875,31.3002,28.1873,27.8358,16.0767,24.8058,24.7788,23.0707,13.9166,24.2105,28.5334,28.0681,36.2856,28.9155,25.0964,17.3828,25.9876,11.9771,31.7062,13.1623,17.2344,8.6895,17.2214,22.0867,21.6749,16.9436,21.9929,20.461,24.6182,33.3796,16.4918,29.4168,34.8312,27.4767,40.6452,581.1306,552.6147,2,11,A0A210PL41
TRINITY_DN56089_c1_g1::TRINITY_DN56089_c1_g1_i2::g.34409::m.34409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7736,23.9141,8.1997,16.3816,0,0,0,0,7.9526,23.9888,0,8.2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3064,NA,4,G0R5L3
TRINITY_DN56101_c0_g1::TRINITY_DN56101_c0_g1_i1::g.34474::m.34474,6.0034,6.1494,11.6285,14.8872,9.0049,12.3561,12.3444,12.8796,8.8471,11.5866,11.5074,8.7064,14.232,11.6412,2.8477,8.7924,8.6827,5.8505,18.0544,15.0289,3.3583,10.1289,5.8737,14.8339,11.6736,14.6721,9.0195,18.2659,9.4888,6.3048,11.623,11.5383,6.3866,9.4078,6.3245,9.4007,12.8603,6.3102,9.249,9.6042,2.9784,5.9726,6.0737,3.0008,12.2345,6.3378,2.8569,5.9165,216.7437,212.0543,2,1,A0A210Q225
TRINITY_DN56104_c0_g1::TRINITY_DN56104_c0_g1_i1::g.34428::m.34428,12.1933,6.2449,14.7613,15.1184,12.193,9.411,12.536,16.3495,8.9845,11.7665,11.6861,14.736,14.453,11.822,14.4594,8.9289,8.8175,14.8535,12.2231,12.2099,10.2314,17.1436,8.9474,9.0385,14.8186,8.9399,12.2128,15.4579,16.0602,16.0068,11.8035,14.6469,9.7286,15.9231,12.8454,15.9111,19.59,16.0206,15.6544,16.2556,9.074,15.1634,9.2519,9.1422,6.2122,12.8724,5.8025,12.0168,299.5082,279.8408,2,1,K1QY56
TRINITY_DN56105_c0_g1::TRINITY_DN56105_c0_g1_i1::g.34430::m.34430,14.2256,14.5714,20.6659,21.1657,7.1126,7.3197,21.9381,15.2595,6.9879,20.5913,0,0,0,0,0,0,13.7162,6.9316,0,7.1224,0,16.0007,13.9181,7.03,13.8307,13.9066,0,7.2137,29.9791,29.8794,6.8854,6.8352,15.1334,7.4308,0,7.4252,15.2367,14.9525,0,0,28.2302,14.1525,14.3919,21.3318,28.9905,15.0178,33.8481,14.0196,270.3049,269.0248,2,1,V4AMZ0
TRINITY_DN56109_c0_g1::TRINITY_DN56109_c0_g1_i1::g.18695::m.18695,76.2379,68.3298,64.6059,66.1685,57.1767,68.6485,68.5831,71.5569,65.5371,73.569,63.9333,64.4948,54.2196,64.6765,63.2842,65.1319,64.3195,74.2962,76.4242,76.3412,63.9709,85.7513,65.2665,84.7692,55.5912,83.8444,66.8144,67.6546,70.2908,80.0652,55.3503,64.105,81.1034,79.6465,70.2754,79.5863,81.6566,80.1339,68.5147,71.1458,66.1902,66.3655,77.1295,85.7414,67.9728,70.4233,63.4899,65.7426,1586.6597,1637.776,2,21,NA
TRINITY_DN56110_c0_g2::TRINITY_DN56110_c0_g2_i1::g.18742::m.18742,2.6386,2.7028,2.5555,0,2.6385,0,5.4255,0,10.3692,5.0925,2.5289,2.5511,5.0041,7.6748,5.0064,5.1525,10.1765,10.2856,10.5802,5.2844,2.9521,11.8715,5.1632,5.2158,2.5654,5.1589,5.2856,10.7042,8.341,8.3132,2.5542,2.5356,8.421,5.5132,11.1188,11.018,8.4785,5.5469,5.4201,2.8141,2.6181,5.2501,2.6695,0,2.6886,2.7856,2.5113,7.8013,110.7316,124.5079,1,1,A0A210Q1Q4
